maze_size,maze_num,try_num,result
3,3,78,50
3,3,79,14
3,3,80,38
3,3,81,16
3,3,82,26
3,3,83,18
3,3,84,94
3,3,85,98
3,3,86,16
3,3,87,44
3,3,88,4
3,3,89,6
3,3,90,32
3,3,91,6
3,3,92,8
3,3,93,10
3,3,94,22
3,3,95,24
3,3,96,44
3,3,97,18
3,3,98,20
3,3,99,86
3,4,0,14
3,4,1,18
3,4,2,74
3,4,3,10
3,4,4,14
3,4,5,12
3,4,6,8
3,4,7,32
3,4,8,8
3,4,9,32
3,4,10,6
3,4,11,8
3,4,12,14
3,4,13,14
3,4,14,20
3,4,15,22
3,4,16,10
3,4,17,8
3,4,18,4
3,4,19,22
3,4,20,42
3,4,21,8
3,4,22,34
3,4,23,8
3,4,24,4
3,4,25,26
3,4,26,16
3,4,27,4
3,4,28,4
3,4,29,4
3,4,30,12
3,4,31,18
3,4,32,18
3,4,33,8
3,4,34,4
3,4,35,22
3,4,36,6
3,4,37,4
3,4,38,14
3,4,39,20
3,4,40,14
3,4,41,12
3,4,42,24
3,4,43,4
3,4,44,18
3,4,45,10
3,4,46,10
3,4,47,12
3,4,48,16
3,4,49,50
3,4,50,18
3,4,51,8
3,4,52,4
3,4,53,36
3,4,54,16
3,4,55,36
3,4,56,26
3,4,57,10
3,4,58,20
3,4,59,4
3,4,60,4
3,4,61,6
3,4,62,16
3,4,63,6
3,4,64,18
3,4,65,4
3,4,66,4
3,4,67,10
3,4,68,18
3,4,69,30
3,4,70,12
3,4,71,74
3,4,72,20
3,4,73,70
3,4,74,10
3,4,75,12
3,4,76,8
3,4,77,22
3,4,78,4
3,4,79,14
3,4,80,8
3,4,81,6
3,4,82,32
3,4,83,44
3,4,84,24
3,4,85,28
3,4,86,10
3,4,87,12
3,4,88,6
3,4,89,8
3,4,90,28
3,4,91,16
3,4,92,16
3,4,93,10
3,4,94,26
3,4,95,36
3,4,96,28
3,4,97,6
3,4,98,4
3,4,99,18
3,5,0,10
3,5,1,24
3,5,2,4
3,5,3,42
3,5,4,4
3,5,5,22
3,5,6,28
3,5,7,16
3,5,8,10
3,5,9,32
3,5,10,14
3,5,11,12
3,5,12,30
3,5,13,16
3,5,14,4
3,5,15,14
3,5,16,18
3,5,17,68
3,5,18,18
3,5,19,20
3,5,20,4
3,5,21,12
3,5,22,6
3,5,23,8
3,5,24,6
3,5,25,4
3,5,26,30
3,5,27,14
3,5,28,4
3,5,29,12
3,5,30,32
3,5,31,8
3,5,32,6
3,5,33,20
3,5,34,38
3,5,35,12
3,5,36,4
3,5,37,38
3,5,38,16
3,5,39,8
3,5,40,32
3,5,41,20
3,5,42,8
3,5,43,18
3,5,44,10
3,5,45,18
3,5,46,28
3,5,47,12
3,5,48,6
3,5,49,14
3,5,50,12
3,5,51,4
3,5,52,20
3,5,53,14
3,5,54,22
3,5,55,22
3,5,56,14
3,5,57,6
3,5,58,14
3,5,59,16
3,5,60,34
3,5,61,18
3,5,62,6
3,5,63,14
3,5,64,4
3,5,65,8
3,5,66,6
3,5,67,40
3,5,68,10
3,5,69,4
3,5,70,4
3,5,71,20
3,5,72,12
3,5,73,12
3,5,74,6
3,5,75,8
3,5,76,28
3,5,77,36
3,5,78,22
3,5,79,4
3,5,80,20
3,5,81,30
3,5,82,4
3,5,83,4
3,5,84,30
3,5,85,16
3,5,86,28
3,5,87,30
3,5,88,6
3,5,89,8
3,5,90,10
3,5,91,10
3,5,92,8
3,5,93,10
3,5,94,6
3,5,95,30
3,5,96,6
3,5,97,12
3,5,98,22
3,5,99,6
3,6,0,6
3,6,1,8
3,6,2,14
3,6,3,22
3,6,4,4
3,6,5,34
3,6,6,42
3,6,7,4
3,6,8,4
3,6,9,8
3,6,10,6
3,6,11,24
3,6,12,38
3,6,13,6
3,6,14,36
3,6,15,6
3,6,16,10
3,6,17,14
3,6,18,10
3,6,19,36
3,6,20,4
3,6,21,6
3,6,22,8
3,6,23,14
3,6,24,52
3,6,25,56
3,6,26,4
3,6,27,18
3,6,28,4
3,6,29,4
3,6,30,32
3,6,31,14
3,6,32,8
3,6,33,8
3,6,34,14
3,6,35,8
3,6,36,8
3,6,37,8
3,6,38,8
3,6,39,12
3,6,40,6
3,6,41,42
3,6,42,4
3,6,43,6
3,6,44,12
3,6,45,40
3,6,46,8
3,6,47,12
3,6,48,6
3,6,49,16
3,6,50,54
3,6,51,12
3,6,52,10
3,6,53,4
3,6,54,8
3,6,55,26
3,6,56,6
3,6,57,22
3,6,58,28
3,6,59,4
3,6,60,28
3,6,61,14
3,6,62,12
3,6,63,16
3,6,64,4
3,6,65,32
3,6,66,18
3,6,67,14
3,6,68,18
3,6,69,14
3,6,70,40
3,6,71,48
3,6,72,4
3,6,73,24
3,6,74,4
3,6,75,4
3,6,76,6
3,6,77,4
3,6,78,18
3,6,79,14
3,6,80,16
3,6,81,6
3,6,82,14
3,6,83,8
3,6,84,18
3,6,85,8
3,6,86,6
3,6,87,26
3,6,88,16
3,6,89,6
3,6,90,12
3,6,91,4
3,6,92,6
3,6,93,10
3,6,94,38
3,6,95,22
3,6,96,12
3,6,97,4
3,6,98,36
3,6,99,28
3,7,0,118
3,7,1,8
3,7,2,4
3,7,3,64
3,7,4,24
3,7,5,30
3,7,6,30
3,7,7,18
3,7,8,68
3,7,9,32
3,7,10,14
3,7,11,66
3,7,12,52
3,7,13,12
3,7,14,22
3,7,15,16
3,7,16,16
3,7,17,16
3,7,18,18
3,7,19,18
3,7,20,58
3,7,21,6
3,7,22,18
3,7,23,20
3,7,24,24
3,7,25,136
3,7,26,4
3,7,27,8
3,7,28,54
3,7,29,80
3,7,30,124
3,7,31,32
3,7,32,10
3,7,33,10
3,7,34,38
3,7,35,52
3,7,36,6
3,7,37,12
3,7,38,90
3,7,39,40
3,7,40,6
3,7,41,36
3,7,42,34
3,7,43,36
3,7,44,34
3,7,45,12
3,7,46,8
3,7,47,24
3,7,48,4
3,7,49,16
3,7,50,22
3,7,51,112
3,7,52,12
3,7,53,24
3,7,54,18
3,7,55,6
3,7,56,22
3,7,57,24
3,7,58,50
3,7,59,14
3,7,60,4
3,7,61,24
3,7,62,28
3,7,63,74
3,7,64,22
3,7,65,6
3,7,66,70
3,7,67,6
3,7,68,42
3,7,69,48
3,7,70,62
3,7,71,36
3,7,72,4
3,7,73,38
3,7,74,18
3,7,75,12
3,7,76,16
3,7,77,26
3,7,78,74
3,7,79,48
3,7,80,8
3,7,81,28
3,7,82,6
3,7,83,140
3,7,84,24
3,7,85,76
3,7,86,16
3,7,87,50
3,7,88,50
3,7,89,8
3,7,90,4
3,7,91,18
3,7,92,76
3,7,93,24
3,7,94,12
3,7,95,8
3,7,96,6
3,7,97,14
3,7,98,50
3,7,99,82
3,8,0,16
3,8,1,28
3,8,2,24
3,8,3,4
3,8,4,12
3,8,5,20
3,8,6,76
3,8,7,108
3,8,8,8
3,8,9,26
3,8,10,64
3,8,11,8
3,8,12,46
3,8,13,6
3,8,14,8
3,8,15,28
3,8,16,8
3,8,17,18
3,8,18,14
3,8,19,42
3,8,20,14
3,8,21,44
3,8,22,22
3,8,23,98
3,8,24,12
3,8,25,10
3,8,26,88
3,8,27,32
3,8,28,24
3,8,29,6
3,8,30,12
3,8,31,88
3,8,32,8
3,8,33,16
3,8,34,12
3,8,35,6
3,8,36,86
3,8,37,40
3,8,38,160
3,8,39,28
3,8,40,24
3,8,41,8
3,8,42,26
3,8,43,54
3,8,44,10
3,8,45,10
3,8,46,26
3,8,47,116
3,8,48,74
3,8,49,44
3,8,50,78
3,8,51,24
3,8,52,42
3,8,53,14
3,8,54,6
3,8,55,32
3,8,56,16
3,8,57,92
3,8,58,12
3,8,59,64
3,8,60,28
3,8,61,36
3,8,62,50
3,8,63,176
3,8,64,40
3,8,65,22
3,8,66,4
3,8,67,22
3,8,68,28
3,8,69,38
3,8,70,88
3,8,71,42
3,8,72,80
3,8,73,56
3,8,74,64
3,8,75,14
3,8,76,26
3,8,77,82
3,8,78,18
3,8,79,30
3,8,80,6
3,8,81,34
3,8,82,16
3,8,83,22
3,8,84,18
3,8,85,6
3,8,86,22
3,8,87,34
3,8,88,72
3,8,89,14
3,8,90,24
3,8,91,40
3,8,92,24
3,8,93,12
3,8,94,56
3,8,95,6
3,8,96,38
3,8,97,8
3,8,98,60
3,8,99,26
3,9,0,10
3,9,1,12
3,9,2,8
3,9,3,26
3,9,4,26
3,9,5,22
3,9,6,14
3,9,7,50
3,9,8,24
3,9,9,16
3,9,10,112
3,9,11,32
3,9,12,4
3,9,13,32
3,9,14,4
3,9,15,6
3,9,16,38
3,9,17,8
3,9,18,40
3,9,19,34
3,9,20,26
3,9,21,26
3,9,22,86
3,9,23,6
3,9,24,14
3,9,25,18
3,9,26,40
3,9,27,14
3,9,28,40
3,9,29,10
3,9,30,12
3,9,31,12
3,9,32,6
3,9,33,136
3,9,34,34
3,9,35,40
3,9,36,22
3,9,37,8
3,9,38,4
3,9,39,40
3,9,40,14
3,9,41,38
3,9,42,24
3,9,43,16
3,9,44,14
3,9,45,14
3,9,46,36
3,9,47,150
3,9,48,46
3,9,49,28
3,9,50,10
3,9,51,10
3,9,52,42
3,9,53,16
3,9,54,26
3,9,55,4
3,9,56,14
3,9,57,8
3,9,58,50
3,9,59,14
3,9,60,6
3,9,61,46
3,9,62,28
3,9,63,8
3,9,64,58
3,9,65,8
3,9,66,26
3,9,67,20
3,9,68,54
3,9,69,56
3,9,70,30
3,9,71,80
3,9,72,100
3,9,73,42
3,9,74,38
3,9,75,28
3,9,76,12
3,9,77,70
3,9,78,18
3,9,79,6
3,9,80,116
3,9,81,58
3,9,82,40
3,9,83,36
3,9,84,10
3,9,85,18
3,9,86,6
3,9,87,48
3,9,88,6
3,9,89,8
3,9,90,64
3,9,91,140
3,9,92,32
3,9,93,4
3,9,94,18
3,9,95,10
3,9,96,24
3,9,97,8
3,9,98,10
3,9,99,64
3,10,0,30
3,10,1,30
3,10,2,8
3,10,3,26
3,10,4,10
3,10,5,78
3,10,6,66
3,10,7,6
3,10,8,20
3,10,9,30
3,10,10,20
3,10,11,36
3,10,12,44
3,10,13,54
3,10,14,40
3,10,15,30
3,10,16,10
3,10,17,10
3,10,18,20
3,10,19,20
3,10,20,8
3,10,21,20
3,10,22,14
3,10,23,4
3,10,24,36
3,10,25,44
3,10,26,4
3,10,27,68
3,10,28,14
3,10,29,6
3,10,30,12
3,10,31,4
3,10,32,26
3,10,33,78
3,10,34,12
3,10,35,6
3,10,36,16
3,10,37,40
3,10,38,14
3,10,39,32
3,10,40,10
3,10,41,50
3,10,42,48
3,10,43,52
3,10,44,36
3,10,45,78
3,10,46,26
3,10,47,4
3,10,48,122
3,10,49,66
3,10,50,16
3,10,51,58
3,10,52,18
3,10,53,24
3,10,54,54
3,10,55,16
3,10,56,4
3,10,57,10
3,10,58,14
3,10,59,42
3,10,60,10
3,10,61,22
3,10,62,16
3,10,63,40
3,10,64,26
3,10,65,48
3,10,66,34
3,10,67,14
3,10,68,36
3,10,69,32
3,10,70,4
3,10,71,30
3,10,72,30
3,10,73,46
3,10,74,24
3,10,75,24
3,10,76,16
3,10,77,68
3,10,78,24
3,10,79,18
3,10,80,6
3,10,81,10
3,10,82,36
3,10,83,58
3,10,84,4
3,10,85,24
3,10,86,46
3,10,87,28
3,10,88,8
3,10,89,74
3,10,90,8
3,10,91,18
3,10,92,24
3,10,93,16
3,10,94,22
3,10,95,10
3,10,96,10
3,10,97,16
3,10,98,172
3,10,99,14
3,11,0,4
3,11,1,22
3,11,2,8
3,11,3,58
3,11,4,40
3,11,5,26
3,11,6,12
3,11,7,8
3,11,8,8
3,11,9,12
3,11,10,48
3,11,11,18
3,11,12,30
3,11,13,8
3,11,14,4
3,11,15,36
3,11,16,12
3,11,17,18
3,11,18,16
3,11,19,6
3,11,20,8
3,11,21,18
3,11,22,18
3,11,23,16
3,11,24,24
3,11,25,20
3,11,26,4
3,11,27,8
3,11,28,18
3,11,29,6
3,11,30,14
3,11,31,6
3,11,32,10
3,11,33,8
3,11,34,16
3,11,35,22
3,11,36,30
3,11,37,44
3,11,38,6
3,11,39,8
3,11,40,12
3,11,41,16
3,11,42,18
3,11,43,8
3,11,44,36
3,11,45,4
3,11,46,12
3,11,47,8
3,11,48,6
3,11,49,12
3,11,50,4
3,11,51,6
3,11,52,24
3,11,53,14
3,11,54,4
3,11,55,10
3,11,56,26
3,11,57,20
3,11,58,8
3,11,59,4
3,11,60,4
3,11,61,20
3,11,62,40
3,11,63,18
3,11,64,24
3,11,65,36
3,11,66,14
3,11,67,16
3,11,68,26
3,11,69,44
3,11,70,22
3,11,71,10
3,11,72,10
3,11,73,10
3,11,74,24
3,11,75,12
3,11,76,10
3,11,77,16
3,11,78,16
3,11,79,22
3,11,80,6
3,11,81,34
3,11,82,22
3,11,83,26
3,11,84,30
3,11,85,4
3,11,86,24
3,11,87,10
3,11,88,8
3,11,89,4
3,11,90,6
3,11,91,4
3,11,92,22
3,11,93,8
3,11,94,16
3,11,95,12
3,11,96,6
3,11,97,16
3,11,98,10
3,11,99,16
3,12,0,10
3,12,1,6
3,12,2,26
3,12,3,30
3,12,4,6
3,12,5,6
3,12,6,22
3,12,7,16
3,12,8,4
3,12,9,30
3,12,10,4
3,12,11,12
3,12,12,8
3,12,13,54
3,12,14,6
3,12,15,16
3,12,16,8
3,12,17,16
3,12,18,4
3,12,19,38
3,12,20,42
3,12,21,6
3,12,22,18
3,12,23,32
3,12,24,4
3,12,25,10
3,12,26,8
3,12,27,32
3,12,28,4
3,12,29,30
3,12,30,14
3,12,31,76
3,12,32,4
3,12,33,6
3,12,34,10
3,12,35,34
3,12,36,12
3,12,37,32
3,12,38,44
3,12,39,14
3,12,40,8
3,12,41,16
3,12,42,22
3,12,43,50
3,12,44,10
3,12,45,6
3,12,46,8
3,12,47,8
3,12,48,6
3,12,49,4
3,12,50,16
3,12,51,8
3,12,52,6
3,12,53,6
3,12,54,4
3,12,55,6
3,12,56,20
3,12,57,12
3,12,58,10
3,12,59,14
3,12,60,6
3,12,61,8
3,12,62,6
3,12,63,24
3,12,64,6
3,12,65,8
3,12,66,16
3,12,67,4
3,12,68,4
3,12,69,4
3,12,70,10
3,12,71,4
3,12,72,18
3,12,73,30
3,12,74,44
3,12,75,14
3,12,76,10
3,12,77,16
3,12,78,16
3,12,79,10
3,12,80,10
3,12,81,8
3,12,82,36
3,12,83,12
3,12,84,14
3,12,85,10
3,12,86,18
3,12,87,16
3,12,88,6
3,12,89,10
3,12,90,24
3,12,91,16
3,12,92,12
3,12,93,10
3,12,94,8
3,12,95,18
3,12,96,6
3,12,97,18
3,12,98,4
3,12,99,12
3,13,0,24
3,13,1,20
3,13,2,6
3,13,3,14
3,13,4,6
3,13,5,6
3,13,6,6
3,13,7,10
3,13,8,12
3,13,9,32
3,13,10,12
3,13,11,34
3,13,12,28
3,13,13,18
3,13,14,4
3,13,15,4
3,13,16,12
3,13,17,20
3,13,18,6
3,13,19,4
3,13,20,10
3,13,21,12
3,13,22,34
3,13,23,30
3,13,24,10
3,13,25,12
3,13,26,8
3,13,27,8
3,13,28,20
3,13,29,20
3,13,30,6
3,13,31,12
3,13,32,26
3,13,33,10
3,13,34,10
3,13,35,14
3,13,36,24
3,13,37,6
3,13,38,24
3,13,39,6
3,13,40,62
3,13,41,22
3,13,42,20
3,13,43,4
3,13,44,66
3,13,45,10
3,13,46,14
3,13,47,8
3,13,48,4
3,13,49,12
3,13,50,28
3,13,51,24
3,13,52,26
3,13,53,18
3,13,54,10
3,13,55,16
3,13,56,6
3,13,57,22
3,13,58,4
3,13,59,38
3,13,60,12
3,13,61,14
3,13,62,18
3,13,63,10
3,13,64,4
3,13,65,14
3,13,66,28
3,13,67,8
3,13,68,30
3,13,69,14
3,13,70,4
3,13,71,14
3,13,72,8
3,13,73,8
3,13,74,12
3,13,75,8
3,13,76,6
3,13,77,6
3,13,78,38
3,13,79,24
3,13,80,6
3,13,81,34
3,13,82,52
3,13,83,12
3,13,84,22
3,13,85,28
3,13,86,28
3,13,87,4
3,13,88,28
3,13,89,6
3,13,90,6
3,13,91,8
3,13,92,4
3,13,93,4
3,13,94,40
3,13,95,8
3,13,96,8
3,13,97,6
3,13,98,14
3,13,99,18
3,14,0,30
3,14,1,74
3,14,2,20
3,14,3,48
3,14,4,12
3,14,5,12
3,14,6,58
3,14,7,14
3,14,8,50
3,14,9,16
3,14,10,4
3,14,11,24
3,14,12,8
3,14,13,104
3,14,14,12
3,14,15,26
3,14,16,72
3,14,17,6
3,14,18,6
3,14,19,56
3,14,20,36
3,14,21,24
3,14,22,24
3,14,23,26
3,14,24,78
3,14,25,72
3,14,26,42
3,14,27,4
3,14,28,46
3,14,29,52
3,14,30,10
3,14,31,6
3,14,32,16
3,14,33,32
3,14,34,88
3,14,35,68
3,14,36,22
3,14,37,14
3,14,38,6
3,14,39,20
3,14,40,60
3,14,41,8
3,14,42,108
3,14,43,32
3,14,44,54
3,14,45,4
3,14,46,20
3,14,47,40
3,14,48,42
3,14,49,32
3,14,50,8
3,14,51,4
3,14,52,48
3,14,53,26
3,14,54,26
3,14,55,4
3,14,56,4
3,14,57,74
3,14,58,20
3,14,59,4
3,14,60,20
3,14,61,10
3,14,62,40
3,14,63,12
3,14,64,56
3,14,65,4
3,14,66,94
3,14,67,14
3,14,68,16
3,14,69,20
3,14,70,120
3,14,71,6
3,14,72,10
3,14,73,6
3,14,74,14
3,14,75,12
3,14,76,6
3,14,77,4
3,14,78,50
3,14,79,16
3,14,80,6
3,14,81,38
3,14,82,72
3,14,83,38
3,14,84,46
3,14,85,6
3,14,86,8
3,14,87,8
3,14,88,10
3,14,89,28
3,14,90,30
3,14,91,54
3,14,92,40
3,14,93,24
3,14,94,8
3,14,95,18
3,14,96,6
3,14,97,44
3,14,98,22
3,14,99,82
3,15,0,12
3,15,1,38
3,15,2,76
3,15,3,28
3,15,4,4
3,15,5,96
3,15,6,50
3,15,7,10
3,15,8,4
3,15,9,6
3,15,10,8
3,15,11,12
3,15,12,46
3,15,13,4
3,15,14,24
3,15,15,90
3,15,16,18
3,15,17,14
3,15,18,32
3,15,19,38
3,15,20,6
3,15,21,56
3,15,22,78
3,15,23,16
3,15,24,20
3,15,25,42
3,15,26,18
3,15,27,32
3,15,28,4
3,15,29,42
3,15,30,70
3,15,31,60
3,15,32,4
3,15,33,56
3,15,34,132
3,15,35,20
3,15,36,4
3,15,37,48
3,15,38,96
3,15,39,20
3,15,40,6
3,15,41,44
3,15,42,58
3,15,43,36
3,15,44,24
3,15,45,6
3,15,46,18
3,15,47,46
3,15,48,16
3,15,49,58
3,15,50,10
3,15,51,4
3,15,52,48
3,15,53,40
3,15,54,22
3,15,55,20
3,15,56,64
3,15,57,14
3,15,58,8
3,15,59,10
3,15,60,8
3,15,61,22
3,15,62,42
3,15,63,46
3,15,64,36
3,15,65,18
3,15,66,46
3,15,67,14
3,15,68,12
3,15,69,14
3,15,70,4
3,15,71,16
3,15,72,14
3,15,73,14
3,15,74,6
3,15,75,16
3,15,76,128
3,15,77,6
3,15,78,20
3,15,79,60
3,15,80,16
3,15,81,10
3,15,82,14
3,15,83,4
3,15,84,28
3,15,85,24
3,15,86,4
3,15,87,36
3,15,88,30
3,15,89,14
3,15,90,22
3,15,91,8
3,15,92,10
3,15,93,8
3,15,94,124
3,15,95,4
3,15,96,24
3,15,97,146
3,15,98,12
3,15,99,64
3,16,0,30
3,16,1,86
3,16,2,10
3,16,3,28
3,16,4,54
3,16,5,28
3,16,6,100
3,16,7,18
3,16,8,42
3,16,9,64
3,16,10,4
3,16,11,26
3,16,12,70
3,16,13,12
3,16,14,36
3,16,15,8
3,16,16,60
3,16,17,6
3,16,18,50
3,16,19,20
3,16,20,20
3,16,21,20
3,16,22,6
3,16,23,46
3,16,24,10
3,16,25,6
3,16,26,156
3,16,27,34
3,16,28,12
3,16,29,16
3,16,30,34
3,16,31,26
3,16,32,24
3,16,33,8
3,16,34,8
3,16,35,40
3,16,36,20
3,16,37,70
3,16,38,24
3,16,39,52
3,16,40,44
3,16,41,34
3,16,42,10
3,16,43,42
3,16,44,20
3,16,45,68
3,16,46,14
3,16,47,38
3,16,48,70
3,16,49,50
3,16,50,14
3,16,51,120
3,16,52,30
3,16,53,56
3,16,54,18
3,16,55,64
3,16,56,4
3,16,57,52
3,16,58,22
3,16,59,20
3,16,60,4
3,16,61,50
3,16,62,20
3,16,63,6
3,16,64,6
3,16,65,8
3,16,66,30
3,16,67,62
3,16,68,84
3,16,69,14
3,16,70,54
3,16,71,72
3,16,72,52
3,16,73,14
3,16,74,14
3,16,75,16
3,16,76,32
3,16,77,56
3,16,78,26
3,16,79,44
3,16,80,20
3,16,81,32
3,16,82,26
3,16,83,60
3,16,84,14
3,16,85,6
3,16,86,10
3,16,87,36
3,16,88,30
3,16,89,10
3,16,90,54
3,16,91,54
3,16,92,68
3,16,93,12
3,16,94,12
3,16,95,14
3,16,96,10
3,16,97,12
3,16,98,26
3,16,99,30
3,17,0,10
3,17,1,20
3,17,2,30
3,17,3,14
3,17,4,28
3,17,5,14
3,17,6,12
3,17,7,8
3,17,8,4
3,17,9,18
3,17,10,8
3,17,11,22
3,17,12,16
3,17,13,26
3,17,14,4
3,17,15,16
3,17,16,12
3,17,17,28
3,17,18,10
3,17,19,4
3,17,20,14
3,17,21,12
3,17,22,8
3,17,23,8
3,17,24,84
3,17,25,4
3,17,26,12
3,17,27,6
3,17,28,42
3,17,29,8
3,17,30,30
3,17,31,8
3,17,32,12
3,17,33,6
3,17,34,12
3,17,35,12
3,17,36,26
3,17,37,8
3,17,38,22
3,17,39,4
3,17,40,6
3,17,41,8
3,17,42,10
