maze_size,maze_num,try_num,result
3,44,84,10
3,44,85,16
3,44,86,28
3,44,87,22
3,44,88,8
3,44,89,50
3,44,90,22
3,44,91,56
3,44,92,82
3,44,93,36
3,44,94,4
3,44,95,22
3,44,96,56
3,44,97,116
3,44,98,4
3,44,99,20
3,45,0,4
3,45,1,10
3,45,2,18
3,45,3,6
3,45,4,18
3,45,5,8
3,45,6,46
3,45,7,12
3,45,8,4
3,45,9,10
3,45,10,6
3,45,11,4
3,45,12,12
3,45,13,38
3,45,14,8
3,45,15,4
3,45,16,20
3,45,17,4
3,45,18,10
3,45,19,22
3,45,20,12
3,45,21,10
3,45,22,22
3,45,23,12
3,45,24,6
3,45,25,60
3,45,26,20
3,45,27,8
3,45,28,16
3,45,29,12
3,45,30,18
3,45,31,8
3,45,32,24
3,45,33,6
3,45,34,10
3,45,35,8
3,45,36,6
3,45,37,18
3,45,38,12
3,45,39,28
3,45,40,8
3,45,41,8
3,45,42,12
3,45,43,22
3,45,44,8
3,45,45,20
3,45,46,6
3,45,47,12
3,45,48,16
3,45,49,8
3,45,50,14
3,45,51,8
3,45,52,10
3,45,53,12
3,45,54,20
3,45,55,6
3,45,56,8
3,45,57,14
3,45,58,8
3,45,59,6
3,45,60,10
3,45,61,10
3,45,62,22
3,45,63,38
3,45,64,8
3,45,65,28
3,45,66,4
3,45,67,6
3,45,68,10
3,45,69,6
3,45,70,8
3,45,71,8
3,45,72,16
3,45,73,6
3,45,74,14
3,45,75,22
3,45,76,8
3,45,77,20
3,45,78,10
3,45,79,24
3,45,80,8
3,45,81,36
3,45,82,22
3,45,83,12
3,45,84,8
3,45,85,8
3,45,86,6
3,45,87,36
3,45,88,4
3,45,89,8
3,45,90,12
3,45,91,16
3,45,92,14
3,45,93,24
3,45,94,10
3,45,95,22
3,45,96,12
3,45,97,34
3,45,98,6
3,45,99,6
3,46,0,14
3,46,1,14
3,46,2,20
3,46,3,28
3,46,4,84
3,46,5,32
3,46,6,8
3,46,7,28
3,46,8,22
3,46,9,52
3,46,10,96
3,46,11,4
3,46,12,18
3,46,13,20
3,46,14,6
3,46,15,66
3,46,16,32
3,46,17,36
3,46,18,6
3,46,19,18
3,46,20,24
3,46,21,12
3,46,22,6
3,46,23,8
3,46,24,82
3,46,25,10
3,46,26,10
3,46,27,8
3,46,28,42
3,46,29,98
3,46,30,44
3,46,31,44
3,46,32,36
3,46,33,20
3,46,34,110
3,46,35,8
3,46,36,46
3,46,37,6
3,46,38,6
3,46,39,116
3,46,40,94
3,46,41,14
3,46,42,74
3,46,43,20
3,46,44,6
3,46,45,14
3,46,46,28
3,46,47,24
3,46,48,18
3,46,49,44
3,46,50,26
3,46,51,10
3,46,52,76
3,46,53,32
3,46,54,14
3,46,55,84
3,46,56,10
3,46,57,78
3,46,58,6
3,46,59,10
3,46,60,12
3,46,61,18
3,46,62,10
3,46,63,16
3,46,64,8
3,46,65,30
3,46,66,38
3,46,67,4
3,46,68,10
3,46,69,14
3,46,70,18
3,46,71,20
3,46,72,16
3,46,73,110
3,46,74,4
3,46,75,8
3,46,76,20
3,46,77,26
3,46,78,12
3,46,79,8
3,46,80,6
3,46,81,4
3,46,82,10
3,46,83,30
3,46,84,20
3,46,85,14
3,46,86,38
3,46,87,12
3,46,88,44
3,46,89,6
3,46,90,12
3,46,91,86
3,46,92,8
3,46,93,44
3,46,94,54
3,46,95,54
3,46,96,64
3,46,97,12
3,46,98,82
3,46,99,20
3,47,0,6
3,47,1,4
3,47,2,24
3,47,3,22
3,47,4,20
3,47,5,6
3,47,6,34
3,47,7,14
3,47,8,4
3,47,9,18
3,47,10,16
3,47,11,54
3,47,12,16
3,47,13,12
3,47,14,30
3,47,15,28
3,47,16,26
3,47,17,12
3,47,18,4
3,47,19,6
3,47,20,4
3,47,21,6
3,47,22,6
3,47,23,16
3,47,24,14
3,47,25,12
3,47,26,28
3,47,27,18
3,47,28,26
3,47,29,10
3,47,30,6
3,47,31,12
3,47,32,8
3,47,33,20
3,47,34,10
3,47,35,8
3,47,36,18
3,47,37,18
3,47,38,40
3,47,39,6
3,47,40,26
3,47,41,8
3,47,42,6
3,47,43,10
3,47,44,10
3,47,45,16
3,47,46,20
3,47,47,32
3,47,48,6
3,47,49,28
3,47,50,4
3,47,51,6
3,47,52,58
3,47,53,24
3,47,54,6
3,47,55,16
3,47,56,12
3,47,57,14
3,47,58,4
3,47,59,8
3,47,60,6
3,47,61,8
3,47,62,12
3,47,63,4
3,47,64,84
3,47,65,4
3,47,66,8
3,47,67,8
3,47,68,14
3,47,69,6
3,47,70,8
3,47,71,12
3,47,72,6
3,47,73,22
3,47,74,10
3,47,75,62
3,47,76,4
3,47,77,6
3,47,78,6
3,47,79,18
3,47,80,38
3,47,81,10
3,47,82,10
3,47,83,10
3,47,84,6
3,47,85,16
3,47,86,8
3,47,87,8
3,47,88,36
3,47,89,8
3,47,90,12
3,47,91,8
3,47,92,8
3,47,93,8
3,47,94,10
3,47,95,6
3,47,96,16
3,47,97,4
3,47,98,22
3,47,99,12
3,48,0,6
3,48,1,22
3,48,2,4
3,48,3,10
3,48,4,8
3,48,5,4
3,48,6,10
3,48,7,10
3,48,8,12
3,48,9,28
3,48,10,22
3,48,11,4
3,48,12,22
3,48,13,6
3,48,14,18
3,48,15,6
3,48,16,8
3,48,17,22
3,48,18,4
3,48,19,14
3,48,20,4
3,48,21,8
3,48,22,8
3,48,23,44
3,48,24,12
3,48,25,6
3,48,26,10
3,48,27,22
3,48,28,6
3,48,29,14
3,48,30,14
3,48,31,8
3,48,32,26
3,48,33,32
3,48,34,42
3,48,35,8
3,48,36,46
3,48,37,30
3,48,38,4
3,48,39,4
3,48,40,12
3,48,41,26
3,48,42,8
3,48,43,10
3,48,44,22
3,48,45,18
3,48,46,6
3,48,47,8
3,48,48,6
3,48,49,12
3,48,50,22
3,48,51,10
3,48,52,42
3,48,53,12
3,48,54,14
3,48,55,6
3,48,56,16
3,48,57,24
3,48,58,26
3,48,59,8
3,48,60,16
3,48,61,12
3,48,62,14
3,48,63,6
3,48,64,10
3,48,65,8
3,48,66,12
3,48,67,10
3,48,68,10
3,48,69,4
3,48,70,6
3,48,71,8
3,48,72,10
3,48,73,16
3,48,74,6
3,48,75,6
3,48,76,12
3,48,77,4
3,48,78,8
3,48,79,8
3,48,80,34
3,48,81,12
3,48,82,16
3,48,83,22
3,48,84,10
3,48,85,28
3,48,86,32
3,48,87,6
3,48,88,10
3,48,89,16
3,48,90,4
3,48,91,10
3,48,92,4
3,48,93,6
3,48,94,8
3,48,95,20
3,48,96,10
3,48,97,10
3,48,98,32
3,48,99,6
3,49,0,18
3,49,1,24
3,49,2,44
3,49,3,6
3,49,4,14
3,49,5,22
3,49,6,56
3,49,7,10
3,49,8,84
3,49,9,48
3,49,10,36
3,49,11,64
3,49,12,40
3,49,13,8
3,49,14,52
3,49,15,6
3,49,16,24
3,49,17,120
3,49,18,44
3,49,19,32
3,49,20,16
3,49,21,20
3,49,22,32
3,49,23,8
3,49,24,6
3,49,25,98
3,49,26,92
3,49,27,10
3,49,28,50
3,49,29,78
3,49,30,34
3,49,31,10
3,49,32,44
3,49,33,44
3,49,34,26
3,49,35,8
3,49,36,20
3,49,37,6
3,49,38,20
3,49,39,10
3,49,40,8
3,49,41,24
3,49,42,34
3,49,43,14
3,49,44,52
3,49,45,96
3,49,46,42
3,49,47,12
3,49,48,6
3,49,49,4
3,49,50,6
3,49,51,10
3,49,52,18
3,49,53,8
3,49,54,30
3,49,55,10
3,49,56,20
3,49,57,26
3,49,58,32
3,49,59,14
3,49,60,16
3,49,61,4
3,49,62,10
3,49,63,16
3,49,64,94
3,49,65,18
3,49,66,12
3,49,67,4
3,49,68,6
3,49,69,8
3,49,70,10
3,49,71,24
3,49,72,8
3,49,73,36
3,49,74,8
3,49,75,20
3,49,76,50
3,49,77,30
3,49,78,16
3,49,79,8
3,49,80,20
3,49,81,36
3,49,82,10
3,49,83,48
3,49,84,24
3,49,85,4
3,49,86,16
3,49,87,56
3,49,88,30
3,49,89,14
3,49,90,40
3,49,91,8
3,49,92,44
3,49,93,44
3,49,94,6
3,49,95,46
3,49,96,24
3,49,97,18
3,49,98,44
3,49,99,24
3,50,0,52
3,50,1,4
3,50,2,40
3,50,3,28
3,50,4,6
3,50,5,10
3,50,6,12
3,50,7,100
3,50,8,8
3,50,9,46
3,50,10,20
3,50,11,30
3,50,12,40
3,50,13,12
3,50,14,16
3,50,15,36
3,50,16,90
3,50,17,152
3,50,18,6
3,50,19,38
3,50,20,4
3,50,21,6
3,50,22,18
3,50,23,12
3,50,24,10
3,50,25,30
3,50,26,46
3,50,27,4
3,50,28,16
3,50,29,32
3,50,30,14
3,50,31,20
3,50,32,16
3,50,33,32
3,50,34,60
3,50,35,14
3,50,36,60
3,50,37,80
3,50,38,14
3,50,39,14
3,50,40,38
3,50,41,4
3,50,42,8
3,50,43,10
3,50,44,24
3,50,45,66
3,50,46,30
3,50,47,48
3,50,48,48
3,50,49,12
3,50,50,6
3,50,51,6
3,50,52,50
3,50,53,4
3,50,54,30
3,50,55,36
3,50,56,4
3,50,57,38
3,50,58,72
3,50,59,4
3,50,60,100
3,50,61,22
3,50,62,12
3,50,63,34
3,50,64,16
3,50,65,28
3,50,66,16
3,50,67,16
3,50,68,52
3,50,69,26
3,50,70,14
3,50,71,12
3,50,72,8
3,50,73,10
3,50,74,52
3,50,75,8
3,50,76,6
3,50,77,8
3,50,78,20
3,50,79,12
3,50,80,22
3,50,81,32
3,50,82,34
3,50,83,44
3,50,84,28
3,50,85,10
3,50,86,40
3,50,87,12
3,50,88,16
3,50,89,4
3,50,90,50
3,50,91,4
3,50,92,20
3,50,93,92
3,50,94,6
3,50,95,10
3,50,96,82
3,50,97,52
3,50,98,12
3,50,99,8
3,51,0,36
3,51,1,20
3,51,2,10
3,51,3,24
3,51,4,28
3,51,5,20
3,51,6,4
3,51,7,12
3,51,8,24
3,51,9,44
3,51,10,24
3,51,11,58
3,51,12,14
3,51,13,24
3,51,14,52
3,51,15,62
3,51,16,40
3,51,17,12
3,51,18,70
3,51,19,12
3,51,20,14
3,51,21,6
3,51,22,194
3,51,23,16
3,51,24,52
3,51,25,74
3,51,26,78
3,51,27,12
3,51,28,20
3,51,29,20
3,51,30,4
3,51,31,66
3,51,32,8
3,51,33,8
3,51,34,16
3,51,35,4
3,51,36,52
3,51,37,22
3,51,38,22
3,51,39,8
3,51,40,10
3,51,41,26
3,51,42,14
3,51,43,4
3,51,44,4
3,51,45,98
3,51,46,32
3,51,47,50
3,51,48,28
3,51,49,14
3,51,50,72
3,51,51,8
3,51,52,52
3,51,53,26
3,51,54,4
3,51,55,4
3,51,56,58
3,51,57,14
3,51,58,82
3,51,59,22
3,51,60,28
3,51,61,12
3,51,62,36
3,51,63,22
3,51,64,80
3,51,65,70
3,51,66,6
3,51,67,44
3,51,68,4
3,51,69,12
3,51,70,48
3,51,71,4
3,51,72,18
3,51,73,26
3,51,74,40
3,51,75,4
3,51,76,24
3,51,77,10
3,51,78,34
3,51,79,46
3,51,80,4
3,51,81,10
3,51,82,16
3,51,83,38
3,51,84,12
3,51,85,14
3,51,86,14
3,51,87,6
3,51,88,84
3,51,89,46
3,51,90,44
3,51,91,20
3,51,92,4
3,51,93,158
3,51,94,16
3,51,95,78
3,51,96,14
3,51,97,102
3,51,98,16
3,51,99,46
3,52,0,22
3,52,1,8
3,52,2,10
3,52,3,16
3,52,4,12
3,52,5,14
3,52,6,12
3,52,7,10
3,52,8,8
3,52,9,4
3,52,10,28
3,52,11,8
3,52,12,10
3,52,13,10
3,52,14,26
3,52,15,18
3,52,16,22
3,52,17,4
3,52,18,24
3,52,19,12
3,52,20,20
3,52,21,8
3,52,22,24
3,52,23,10
3,52,24,34
3,52,25,12
3,52,26,32
3,52,27,8
3,52,28,14
3,52,29,36
3,52,30,22
3,52,31,20
3,52,32,4
3,52,33,38
3,52,34,18
3,52,35,20
3,52,36,4
3,52,37,18
3,52,38,28
3,52,39,12
3,52,40,14
3,52,41,10
3,52,42,16
3,52,43,4
3,52,44,8
3,52,45,8
3,52,46,74
3,52,47,4
3,52,48,22
3,52,49,22
3,52,50,22
3,52,51,12
3,52,52,34
3,52,53,4
3,52,54,20
3,52,55,16
3,52,56,12
3,52,57,4
3,52,58,24
3,52,59,42
3,52,60,20
3,52,61,6
3,52,62,12
3,52,63,10
3,52,64,4
3,52,65,12
3,52,66,18
3,52,67,4
3,52,68,94
3,52,69,8
3,52,70,24
3,52,71,72
3,52,72,6
3,52,73,44
3,52,74,4
3,52,75,10
3,52,76,16
3,52,77,20
3,52,78,46
3,52,79,6
3,52,80,16
3,52,81,6
3,52,82,10
3,52,83,8
3,52,84,4
3,52,85,6
3,52,86,12
3,52,87,14
3,52,88,42
3,52,89,10
3,52,90,20
3,52,91,6
3,52,92,16
3,52,93,6
3,52,94,4
3,52,95,12
3,52,96,14
3,52,97,10
3,52,98,48
3,52,99,4
3,53,0,60
3,53,1,8
3,53,2,12
3,53,3,16
3,53,4,18
3,53,5,4
3,53,6,24
3,53,7,14
3,53,8,22
3,53,9,54
3,53,10,20
3,53,11,24
3,53,12,28
3,53,13,46
3,53,14,94
3,53,15,12
3,53,16,6
3,53,17,82
3,53,18,78
3,53,19,32
3,53,20,36
3,53,21,84
3,53,22,24
3,53,23,12
3,53,24,40
3,53,25,18
3,53,26,48
3,53,27,6
3,53,28,30
3,53,29,4
3,53,30,24
3,53,31,48
3,53,32,24
3,53,33,4
3,53,34,22
3,53,35,66
3,53,36,82
3,53,37,38
3,53,38,8
3,53,39,152
3,53,40,26
3,53,41,38
3,53,42,20
3,53,43,48
3,53,44,8
3,53,45,74
3,53,46,8
3,53,47,92
3,53,48,32
3,53,49,8
3,53,50,8
3,53,51,12
3,53,52,12
3,53,53,46
3,53,54,24
3,53,55,52
3,53,56,12
3,53,57,8
3,53,58,32
3,53,59,20
3,53,60,8
3,53,61,14
3,53,62,22
3,53,63,42
3,53,64,56
3,53,65,12
3,53,66,38
3,53,67,18
3,53,68,54
3,53,69,38
3,53,70,12
3,53,71,4
3,53,72,10
3,53,73,142
3,53,74,46
3,53,75,42
3,53,76,32
3,53,77,32
3,53,78,46
3,53,79,6
3,53,80,22
3,53,81,40
3,53,82,18
3,53,83,14
3,53,84,30
3,53,85,6
3,53,86,50
3,53,87,60
3,53,88,62
3,53,89,4
3,53,90,16
3,53,91,24
3,53,92,4
3,53,93,104
3,53,94,6
3,53,95,54
3,53,96,6
3,53,97,32
3,53,98,28
3,53,99,4
3,54,0,62
3,54,1,14
3,54,2,54
3,54,3,86
3,54,4,10
3,54,5,44
3,54,6,8
3,54,7,12
3,54,8,16
3,54,9,8
3,54,10,24
3,54,11,56
3,54,12,16
3,54,13,18
3,54,14,80
3,54,15,4
3,54,16,34
3,54,17,38
3,54,18,86
3,54,19,52
3,54,20,8
3,54,21,38
3,54,22,22
3,54,23,40
3,54,24,24
3,54,25,94
3,54,26,6
3,54,27,4
3,54,28,24
3,54,29,14
3,54,30,14
3,54,31,14
3,54,32,48
3,54,33,8
3,54,34,22
3,54,35,46
3,54,36,4
3,54,37,60
3,54,38,18
3,54,39,8
3,54,40,22
3,54,41,18
3,54,42,24
3,54,43,10
3,54,44,130
3,54,45,44
3,54,46,36
3,54,47,142
3,54,48,22
3,54,49,54
3,54,50,4
3,54,51,36
3,54,52,26
3,54,53,28
3,54,54,30
3,54,55,6
3,54,56,54
3,54,57,52
3,54,58,58
3,54,59,20
3,54,60,26
3,54,61,26
3,54,62,36
3,54,63,52
3,54,64,32
3,54,65,22
3,54,66,32
3,54,67,6
3,54,68,18
3,54,69,26
3,54,70,18
3,54,71,12
3,54,72,30
3,54,73,6
3,54,74,20
3,54,75,32
3,54,76,80
3,54,77,46
3,54,78,74
3,54,79,12
3,54,80,26
3,54,81,4
3,54,82,22
3,54,83,30
3,54,84,46
3,54,85,48
3,54,86,38
3,54,87,90
3,54,88,20
3,54,89,40
3,54,90,16
3,54,91,70
3,54,92,6
3,54,93,42
3,54,94,22
3,54,95,20
3,54,96,12
3,54,97,8
3,54,98,80
3,54,99,8
3,55,0,16
3,55,1,12
3,55,2,10
3,55,3,22
3,55,4,24
3,55,5,18
3,55,6,42
3,55,7,16
3,55,8,20
3,55,9,22
3,55,10,36
3,55,11,8
3,55,12,6
3,55,13,40
3,55,14,16
3,55,15,8
3,55,16,46
3,55,17,6
3,55,18,26
3,55,19,46
3,55,20,8
3,55,21,8
3,55,22,22
3,55,23,20
3,55,24,54
3,55,25,120
3,55,26,60
3,55,27,12
3,55,28,58
3,55,29,8
3,55,30,42
3,55,31,44
3,55,32,8
3,55,33,8
3,55,34,74
3,55,35,34
3,55,36,14
3,55,37,48
3,55,38,8
3,55,39,34
3,55,40,26
3,55,41,30
3,55,42,14
3,55,43,44
3,55,44,76
3,55,45,12
3,55,46,42
3,55,47,6
3,55,48,48
3,55,49,24
3,55,50,6
3,55,51,46
3,55,52,40
3,55,53,22
3,55,54,46
3,55,55,34
3,55,56,14
3,55,57,26
3,55,58,46
3,55,59,18
3,55,60,54
3,55,61,22
3,55,62,6
3,55,63,4
3,55,64,24
3,55,65,12
3,55,66,6
3,55,67,14
3,55,68,10
3,55,69,62
3,55,70,42
3,55,71,52
3,55,72,56
3,55,73,12
3,55,74,24
3,55,75,4
3,55,76,34
3,55,77,6
3,55,78,14
3,55,79,98
3,55,80,20
3,55,81,56
3,55,82,12
3,55,83,26
3,55,84,22
3,55,85,74
3,55,86,34
3,55,87,24
3,55,88,14
3,55,89,10
3,55,90,36
3,55,91,14
3,55,92,40
3,55,93,10
3,55,94,40
3,55,95,6
3,55,96,60
3,55,97,8
3,55,98,54
3,55,99,6
3,56,0,4
3,56,1,18
3,56,2,10
3,56,3,22
3,56,4,10
3,56,5,22
3,56,6,8
3,56,7,4
3,56,8,12
3,56,9,8
3,56,10,48
3,56,11,4
3,56,12,24
3,56,13,8
3,56,14,26
3,56,15,18
3,56,16,12
3,56,17,12
3,56,18,4
3,56,19,20
3,56,20,60
3,56,21,20
3,56,22,6
3,56,23,10
3,56,24,34
3,56,25,8
3,56,26,14
3,56,27,32
3,56,28,10
3,56,29,8
3,56,30,16
3,56,31,4
3,56,32,10
3,56,33,18
3,56,34,12
3,56,35,26
3,56,36,28
3,56,37,8
3,56,38,4
3,56,39,6
3,56,40,30
3,56,41,16
3,56,42,4
3,56,43,8
3,56,44,12
3,56,45,6
3,56,46,8
3,56,47,10
3,56,48,8
3,56,49,6
3,56,50,24
3,56,51,32
3,56,52,4
3,56,53,76
3,56,54,20
3,56,55,34
3,56,56,16
3,56,57,18
3,56,58,12
3,56,59,4
3,56,60,12
3,56,61,4
3,56,62,22
3,56,63,10
3,56,64,14
3,56,65,30
3,56,66,6
3,56,67,10
3,56,68,18
3,56,69,34
3,56,70,6
3,56,71,16
3,56,72,10
3,56,73,12
3,56,74,8
3,56,75,6
3,56,76,22
3,56,77,16
3,56,78,14
3,56,79,38
3,56,80,16
3,56,81,10
3,56,82,22
3,56,83,8
3,56,84,14
3,56,85,40
3,56,86,4
3,56,87,18
3,56,88,46
3,56,89,26
3,56,90,10
3,56,91,22
3,56,92,32
3,56,93,22
3,56,94,28
3,56,95,22
3,56,96,6
3,56,97,20
3,56,98,30
3,56,99,28
3,57,0,8
3,57,1,20
3,57,2,18
3,57,3,18
3,57,4,4
3,57,5,16
3,57,6,10
3,57,7,18
3,57,8,20
3,57,9,14
3,57,10,12
3,57,11,4
3,57,12,14
3,57,13,4
3,57,14,6
3,57,15,8
3,57,16,8
3,57,17,20
3,57,18,20
3,57,19,18
3,57,20,46
3,57,21,6
3,57,22,30
3,57,23,6
3,57,24,44
3,57,25,22
3,57,26,14
3,57,27,28
3,57,28,8
3,57,29,4
3,57,30,20
3,57,31,14
3,57,32,24
3,57,33,8
3,57,34,8
3,57,35,10
3,57,36,12
3,57,37,72
3,57,38,14
3,57,39,4
3,57,40,8
3,57,41,20
3,57,42,22
3,57,43,12
3,57,44,12
3,57,45,16
3,57,46,28
3,57,47,4
3,57,48,24
3,57,49,4
3,57,50,8
3,57,51,8
3,57,52,14
3,57,53,10
3,57,54,16
3,57,55,8
3,57,56,14
3,57,57,8
3,57,58,8
3,57,59,38
3,57,60,8
3,57,61,8
3,57,62,40
3,57,63,4
3,57,64,10
3,57,65,24
3,57,66,12
3,57,67,4
3,57,68,20
3,57,69,38
3,57,70,12
3,57,71,10
3,57,72,12
3,57,73,4
3,57,74,20
3,57,75,52
3,57,76,4
3,57,77,38
3,57,78,26
3,57,79,10
3,57,80,16
3,57,81,6
3,57,82,6
3,57,83,10
3,57,84,8
3,57,85,6
3,57,86,6
3,57,87,14
3,57,88,44
3,57,89,24
3,57,90,8
3,57,91,4
3,57,92,14
3,57,93,20
3,57,94,20
3,57,95,30
3,57,96,46
3,57,97,20
3,57,98,20
3,57,99,6
3,58,0,8
3,58,1,6
3,58,2,14
3,58,3,20
3,58,4,74
3,58,5,16
3,58,6,14
3,58,7,54
3,58,8,10
3,58,9,22
3,58,10,102
3,58,11,68
3,58,12,6
3,58,13,14
3,58,14,10
3,58,15,16
3,58,16,26
3,58,17,50
3,58,18,18
3,58,19,36
3,58,20,40
3,58,21,14
3,58,22,20
3,58,23,10
3,58,24,22
3,58,25,40
3,58,26,30
3,58,27,8
3,58,28,16
3,58,29,40
3,58,30,12
3,58,31,56
3,58,32,12
3,58,33,52
3,58,34,6
3,58,35,30
3,58,36,16
3,58,37,8
3,58,38,30
3,58,39,16
3,58,40,4
3,58,41,36
3,58,42,20
3,58,43,6
3,58,44,22
3,58,45,16
3,58,46,98
3,58,47,6
3,58,48,46
3,58,49,48
3,58,50,64
3,58,51,14
3,58,52,14
3,58,53,28
3,58,54,18
3,58,55,4
3,58,56,76
3,58,57,32
3,58,58,100
3,58,59,16
3,58,60,12
3,58,61,26
3,58,62,174
3,58,63,38
3,58,64,22
3,58,65,38
3,58,66,24
3,58,67,20
3,58,68,44
3,58,69,34
3,58,70,32
3,58,71,28
3,58,72,12
3,58,73,20
3,58,74,58
3,58,75,88
3,58,76,6
3,58,77,26
3,58,78,46
3,58,79,14
3,58,80,22
3,58,81,46
3,58,82,4
3,58,83,8
3,58,84,44
3,58,85,6
3,58,86,26
3,58,87,16
3,58,88,30
3,58,89,10
3,58,90,8
3,58,91,70
3,58,92,38
3,58,93,8
3,58,94,4
3,58,95,66
3,58,96,68
3,58,97,16
3,58,98,46
3,58,99,6
3,59,0,26
3,59,1,6
3,59,2,8
3,59,3,32
3,59,4,24
3,59,5,4
3,59,6,20
3,59,7,100
3,59,8,14
3,59,9,58
3,59,10,126
3,59,11,38
3,59,12,64
3,59,13,16
3,59,14,14
3,59,15,58
3,59,16,26
3,59,17,18
3,59,18,4
3,59,19,12
3,59,20,12
3,59,21,26
3,59,22,10
3,59,23,66
3,59,24,18
3,59,25,64
3,59,26,20
3,59,27,24
3,59,28,38
3,59,29,42
3,59,30,100
3,59,31,146
3,59,32,10
3,59,33,8
3,59,34,4
3,59,35,22
3,59,36,42
3,59,37,44
3,59,38,38
3,59,39,70
3,59,40,6
3,59,41,30
3,59,42,64
3,59,43,8
3,59,44,12
3,59,45,30
3,59,46,62
3,59,47,8
3,59,48,24
3,59,49,48
3,59,50,8
3,59,51,8
3,59,52,16
3,59,53,26
3,59,54,12
3,59,55,48
3,59,56,42
3,59,57,28
3,59,58,8
3,59,59,20
3,59,60,18
3,59,61,4
3,59,62,34
3,59,63,48
3,59,64,40
3,59,65,28
3,59,66,24
3,59,67,72
3,59,68,10
3,59,69,44
3,59,70,38
3,59,71,44
3,59,72,8
3,59,73,6
3,59,74,20
3,59,75,12
3,59,76,12
3,59,77,10
3,59,78,4
3,59,79,132
3,59,80,56
3,59,81,8
3,59,82,84
3,59,83,16
3,59,84,4
3,59,85,4
3,59,86,54
3,59,87,70
3,59,88,12
3,59,89,22
3,59,90,14
3,59,91,36
3,59,92,28
3,59,93,12
3,59,94,24
3,59,95,22
3,59,96,38
3,59,97,20
3,59,98,44
3,59,99,142
3,60,0,70
3,60,1,54
3,60,2,14
3,60,3,42
3,60,4,32
3,60,5,78
3,60,6,22
3,60,7,32
3,60,8,50
3,60,9,50
3,60,10,20
3,60,11,78
3,60,12,22
3,60,13,16
3,60,14,72
3,60,15,16
3,60,16,22
3,60,17,4
3,60,18,82
3,60,19,102
3,60,20,56
3,60,21,50
3,60,22,34
3,60,23,8
3,60,24,6
3,60,25,8
3,60,26,42
3,60,27,122
3,60,28,22
3,60,29,18
3,60,30,4
3,60,31,24
3,60,32,24
3,60,33,38
3,60,34,54
3,60,35,42
3,60,36,130
3,60,37,40
3,60,38,36
3,60,39,64
3,60,40,40
3,60,41,16
3,60,42,66
3,60,43,28
3,60,44,14
3,60,45,72
3,60,46,26
3,60,47,6
3,60,48,12
3,60,49,86
3,60,50,128
3,60,51,20
3,60,52,24
3,60,53,68
3,60,54,30
3,60,55,118
3,60,56,4
3,60,57,44
3,60,58,24
3,60,59,106
3,60,60,12
3,60,61,76
3,60,62,26
3,60,63,54
3,60,64,4
3,60,65,24
3,60,66,20
3,60,67,34
3,60,68,8
3,60,69,32
3,60,70,32
3,60,71,38
3,60,72,4
3,60,73,14
3,60,74,16
3,60,75,26
3,60,76,26
3,60,77,4
3,60,78,80
3,60,79,16
3,60,80,4
3,60,81,8
3,60,82,4
3,60,83,30
3,60,84,8
3,60,85,34
3,60,86,22
3,60,87,26
3,60,88,8
3,60,89,48
3,60,90,14
3,60,91,20
3,60,92,18
3,60,93,12
3,60,94,42
3,60,95,26
3,60,96,44
3,60,97,70
3,60,98,6
3,60,99,64
3,61,0,12
3,61,1,12
3,61,2,6
3,61,3,8
3,61,4,18
3,61,5,10
3,61,6,6
3,61,7,54
3,61,8,8
3,61,9,28
3,61,10,6
3,61,11,4
3,61,12,4
3,61,13,40
3,61,14,8
3,61,15,32
3,61,16,18
3,61,17,40
3,61,18,18
3,61,19,16
3,61,20,50
3,61,21,24
3,61,22,20
3,61,23,6
3,61,24,20
3,61,25,14
3,61,26,12
3,61,27,8
3,61,28,10
3,61,29,12
3,61,30,8
3,61,31,16
3,61,32,6
3,61,33,6
3,61,34,8
3,61,35,46
3,61,36,6
3,61,37,10
3,61,38,28
3,61,39,12
3,61,40,4
3,61,41,16
3,61,42,6
3,61,43,44
3,61,44,22
3,61,45,24
3,61,46,6
3,61,47,6
3,61,48,6
3,61,49,10
3,61,50,4
3,61,51,48
3,61,52,6
3,61,53,10
3,61,54,22
3,61,55,6
3,61,56,10
3,61,57,8
3,61,58,12
3,61,59,14
3,61,60,10
3,61,61,24
3,61,62,8
3,61,63,24
3,61,64,12
3,61,65,16
3,61,66,4
3,61,67,6
3,61,68,4
3,61,69,48
3,61,70,4
3,61,71,4
3,61,72,8
3,61,73,10
3,61,74,12
3,61,75,12
3,61,76,22
3,61,77,10
3,61,78,4
3,61,79,26
3,61,80,10
3,61,81,4
3,61,82,6
3,61,83,10
3,61,84,22
3,61,85,6
3,61,86,24
3,61,87,8
3,61,88,6
3,61,89,30
3,61,90,8
3,61,91,14
3,61,92,10
3,61,93,14
3,61,94,6
3,61,95,6
3,61,96,6
3,61,97,30
3,61,98,10
3,61,99,8
3,62,0,6
3,62,1,22
3,62,2,6
3,62,3,6
3,62,4,6
3,62,5,4
3,62,6,16
3,62,7,6
3,62,8,6
3,62,9,4
3,62,10,44
3,62,11,12
3,62,12,6
3,62,13,8
3,62,14,70
3,62,15,16
3,62,16,42
3,62,17,28
3,62,18,4
3,62,19,10
3,62,20,22
3,62,21,6
3,62,22,10
3,62,23,10
3,62,24,8
3,62,25,56
3,62,26,22
3,62,27,16
3,62,28,6
3,62,29,14
3,62,30,12
3,62,31,6
